AFGHANISTAN,Inbound tourism,Arrivals - Thousands,,,,,,,,,,,,,,,,,,,,,
COSTA RICA,Inbound tourism,Travel - US$ Mn,,IMF,681,710,742,914,1098,1302,1173,1161,1293,1459,1671,1707,2026,2283,1815,1999,2152,2299,2586
COSTA RICA,Inbound tourism,Passenger transport - US$ Mn,,IMF,82,87,118,124,158,175,166,131,131,127,139,158,195,250,186,180,223,244,243
COSTA RICA,Outbound tourism,Departures - Thousands,,,273,283,288,330,353,381,361,364,373,425,487,485,577,528,579,662,717,773,790
COSTA RICA,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,336,357,401,466,509,551,434,430,434,481,556,577,751,718,462,533,522,567,571
COSTA RICA,Outbound tourism,Travel - US$ Mn,,IMF,323,336,348,409,447,485,364,345,353,406,470,485,634,593,367,424,405,429,450
COSTA RICA,Outbound tourism,Passenger transport - US$ Mn,,IMF,13,21,53,57,62,66,70,85,81,75,86,92,117,125,95,109,117,138,121
COTE D'IVOIRE,Inbound tourism,Arrivals - Thousands,,VF,,,,,,,,,,,,,182,205,231,252,270,289,
COTE D'IVOIRE,Inbound tourism,Arrivals - Thousands,,TF,188,237,274,301,,,,,,,,,,,,,,,
COTE D'IVOIRE,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,103,107,103,111,107,53,58,56,76,91,93,104,115,129,164,213,,,
COTE D'IVOIRE,Inbound tourism,Travel - US$ Mn,,IMF,89,93,90,98,100,49,53,51,69,82,83,93,103,116,151,201,,,
COTE D'IVOIRE,Inbound tourism,Passenger transport - US$ Mn,,IMF,14,14,13,13,7,4,5,5,7,9,10,11,12,13,13,12,,,
COTE D'IVOIRE,Outbound tourism,Departures - Thousands,,,,,,,,,,,,,,,,,,,,,
COTE D'IVOIRE,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,312,347,317,331,337,291,289,490,551,571,549,583,606,612,589,569,,,
COTE D'IVOIRE,Outbound tourism,Travel - US$ Mn,,IMF,190,221,200,213,222,189,187,358,387,381,354,373,372,356,343,352,,,
COTE D'IVOIRE,Outbound tourism,Passenger transport - US$ Mn,,IMF,122,126,117,118,115,102,102,132,164,190,195,210,234,256,246,217,,,
CROATIA,Inbound tourism,Arrivals - Thousands,1/,TCE,1485,2914,4178,4499,3805,5831,6544,6944,7409,7912,7743,7988,8559,8665,8694,9111,9927,10369,10955
CROATIA,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,,,,,2595,2871,3463,3952,6513,6945,7625,8296,9601,11681,9308,8255,9638,8865,9721
CROATIA,Inbound tourism,Travel - US$ Mn,,IMF,1349,2014,2523,2733,2493,2758,3335,3811,6310,6727,7370,7990,9233,11280,9000,8051,9388,8637,9518
CROATIA,Inbound tourism,Passenger transport - US$ Mn,,IMF,,,,,102,113,128,141,203,218,255,306,368,401,308,204,250,228,203
CROATIA,Outbound tourism,Departures - Thousands,,,,,,,,,,,,,,,,2357,2497,1873,2280,2680,2927
CROATIA,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,,,,,806,634,677,852,709,881,786,770,1025,1156,1041,859,919,962,922
CROATIA,Outbound tourism,Travel - US$ Mn,,IMF,422,510,530,600,751,568,606,781,672,848,754,737,985,1113,1013,833,882,926,903
CROATIA,Outbound tourism,Passenger transport - US$ Mn,,IMF,,,,,55,66,71,71,37,33,32,33,40,43,28,26,37,36,19
CUBA,Inbound tourism,Arrivals - Thousands,1/,TF,742,999,1153,1390,1561,1741,1736,1656,1847,2017,2261,2150,2119,2316,2405,2507,2688,2815,2829
CUBA,Inbound tourism,Tourism expenditure in the country - US$ Mn,2/,country,1100,1333,1515,1759,1901,1948,1840,1769,1999,2114,2591,2414,2415,2347,2082,2218,2503,2614,2627
CUBA,Inbound tourism,Travel - US$ Mn,2/,country,963,1171,1311,1556,1695,1737,1692,1633,1846,1915,2322,2127,2141,2090,1899,2025,2283,2326,2344
CUBA,Inbound tourism,Passenger transport - US$ Mn,2/,country,137,162,204,203,206,211,148,136,153,199,269,287,274,257,183,193,220,288,283
CUBA,Outbound tourism,Departures - Thousands,3/,,72,72,83,94,97,139,121,111,113,124,162,199,194,202,206,251,253,213,287
CUBA,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,,,,,,,,,,,,,,,,,,,,
CUBA,Outbound tourism,Travel - US$ Mn,,,,,,,,,,,,,,,,,,,,,
CUBA,Outbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
CURAÇAO,Inbound tourism,Arrivals - Thousands,1/,TF,224,214,205,199,198,191,205,218,221,223,222,234,300,409,367,342,390,421,441
CURAÇAO,Inbound tourism,Tourism expenditure in the country - US$ Mn,2/,IMF,175,186,201,261,260,227,271,217,223,224,244,277,329,383,378,438,540,676,778
CURAÇAO,Inbound tourism,Travel - US$ Mn,,IMF,,,,,,,,,,,,,327,378,361,385,453,543,583
CURAÇAO,Inbound tourism,Passenger transport - US$ Mn,,IMF,,,,,,,,,,,,,2,5,17,53,87,133,195
CURAÇAO,Outbound tourism,Departures - Thousands,,,,,,,,,,,,,,,,,,,,,
CURAÇAO,Outbound tourism,Tourism expenditure in other countries - US$ Mn,2/,IMF,,,,,,,,137,176,195,164,191,223,229,258,282,321,357,374
CURAÇAO,Outbound tourism,Travel - US$ Mn,,IMF,,,,,,,,,,,,,203,203,209,226,267,278,296
CURAÇAO,Outbound tourism,Passenger transport - US$ Mn,,IMF,,,,,,,,,,,,,20,26,49,56,54,79,78
CYPRUS,Inbound tourism,Arrivals - Thousands,,TF,2100,1950,2088,2223,2434,2686,2697,2418,2303,2349,2470,2401,2416,2404,2141,2173,2392,2465,2405
CYPRUS,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,2018,1905,1850,1918,2115,2137,2203,2178,2325,2552,2644,2691,3108,3231,2474,2371,2751,2696,3005
CYPRUS,Inbound tourism,Travel - US$ Mn,,IMF,1798,1681,1659,1718,1911,1941,1993,1959,2097,2241,2318,2381,2686,2779,2195,2108,2594,2574,2891
CYPRUS,Inbound tourism,Passenger transport - US$ Mn,,IMF,220,224,191,200,204,196,210,219,228,311,326,310,422,452,279,263,157,122,114
CYPRUS,Outbound tourism,Departures - Thousands,,,360,365,422,417,470,503,589,645,615,728,766,772,919,1030,1019,1067,1026,,
CYPRUS,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,474,500,511,536,560,543,568,582,700,907,1001,1031,1554,1895,1638,1457,1721,1681,1604
CYPRUS,Outbound tourism,Travel - US$ Mn,,IMF,330,365,385,408,431,413,428,512,611,811,932,967,1479,1593,1300,1116,1300,1285,1220
CYPRUS,Outbound tourism,Passenger transport - US$ Mn,,IMF,144,135,126,128,129,130,140,70,89,96,69,64,75,302,338,341,421,396,384
CZECH REPUBLIC,Inbound tourism,Arrivals - Thousands,1/,TF,,,,,,,,,7641,9047,9404,9539,9370,9373,8390,8185,8508,8908,9004
CZECH REPUBLIC,Inbound tourism,Arrivals - Thousands,2/,TCE,3381,4558,4976,5482,5610,4773,5405,4743,5076,6061,6336,6435,6680,6649,6032,6334,6715,7647,7852
CZECH REPUBLIC,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,,,,,,,,3376,4069,4931,5772,6702,7775,8871,7936,8017,8503,7757,7802
CZECH REPUBLIC,Inbound tourism,Travel - US$ Mn,,IMF,2880,4079,3620,3894,3153,2973,3104,2964,3566,4187,4813,5884,6915,7857,7013,7121,7669,7039,7048
CZECH REPUBLIC,Inbound tourism,Passenger transport - US$ Mn,,IMF,,,,,,,,412,503,744,959,818,860,1014,923,896,834,718,754
CZECH REPUBLIC,Outbound tourism,Departures - Thousands,3/4/,,,,,,,,,,7213,6643,6963,6393,9048,9665,8904,8673,5279,5419,5304
CZECH REPUBLIC,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,,,,,,,,1797,2177,2682,2603,2874,3704,4797,4158,4166,4660,4379,4655
CZECH REPUBLIC,Outbound tourism,Travel - US$ Mn,,IMF,1635,2960,2355,1908,1493,1276,1386,1597,1934,2280,2405,2765,3577,4652,4077,4064,4573,4295,4594
CZECH REPUBLIC,Outbound tourism,Passenger transport - US$ Mn,,IMF,,,,,,,,200,243,402,198,109,127,145,81,102,87,84,61
DEMOCRATIC REPUBLIC OF THE CONGO,Inbound tourism,Arrivals - Thousands,1/ 2/,TF,35,37,30,53,80,103,55,28,35,36,61,55,47,50,53,81,186,167,191
DEMOCRATIC REPUBLIC OF THE CONGO,Inbound tourism,Tourism expenditure in the country - US$ Mn,,,,,,,,,,,,,,,,,,,,,
DEMOCRATIC REPUBLIC OF THE CONGO,Inbound tourism,Travel - US$ Mn,,IMF,,,,,,,,,,,"3,2","3,1","0,7","0,7","24,0","10,7","11,4","6,9","0,8"
DEMOCRATIC REPUBLIC OF THE CONGO,Inbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
DEMOCRATIC REPUBLIC OF THE CONGO,Outbound tourism,Departures - Thousands,,,,,,50,50,,,,,,,,,,,,,,
DEMOCRATIC REPUBLIC OF THE CONGO,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,,,,,,,,,,,,,,,,,,,,
DEMOCRATIC REPUBLIC OF THE CONGO,Outbound tourism,Travel - US$ Mn,,IMF,,,,,,,,,,,54,93,109,127,121,150,298,108,170
DEMOCRATIC REPUBLIC OF THE CONGO,Outbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
DENMARK,Inbound tourism,Arrivals - Thousands,1/,TCE,2124,2125,2158,2073,2023,3535,3684,3436,3474,4421,9178,9256,9284,9016,8547,8744,7864,8443,8557
DENMARK,Inbound tourism,Tourism expenditure in the country - US$ Mn,,,,,,,,,,,,,,,,,,,,,
DENMARK,Inbound tourism,Travel - US$ Mn,2/,IMF,3691,3420,3156,3236,3698,3671,4003,4791,5271,5652,5293,5562,5978,6281,5617,5704,6366,6135,6396
DENMARK,Inbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
DENMARK,Outbound tourism,Departures - Thousands,,,,5035,4693,4788,4744,5011,4946,4935,5564,4630,5469,6129,6564,6347,7037,7726,7846,7843,6977
DENMARK,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,,,,,,,,,,,,,,,,,,,,
DENMARK,Outbound tourism,Travel - US$ Mn,2/,IMF,4288,4140,4194,4577,4899,4669,4861,5838,6659,7279,6850,7486,8830,9698,8968,9082,9840,9600,10131
DENMARK,Outbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,Inbound tourism,Arrivals - Thousands,,THS,21,20,20,21,21,20,22,23,23,26,30,40,40,54,58,51,56,60,63
DJIBOUTI,Inbound tourism,Tourism expenditure in the country - US$ Mn,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,Inbound tourism,Travel - US$ Mn,,IMF,"5,4","4,6","4,2","9,3","7,6","8,1","8,6","8,9","6,9","6,8","7,1","9,8","6,8","7,8","16,0","18,0","19,2","20,5","21,6"
DJIBOUTI,Inbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,Outbound tourism,Departures - Thousands,,,,,,,,,,,,,,,,,,,,,
DJIBOUTI,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,"16,3","17,3","17,1","15,9","11,6","14,8","12,9","7,7","9,9","14,0","14,4","15,0","14,2","15,5","17,5","20,5","33,5","29,6","30,9"
DJIBOUTI,Outbound tourism,Travel - US$ Mn,,IMF,"3,8","3,9","5,0","2,6","2,9","5,9","4,0","2,8","2,8","2,8","2,9","3,5","2,6","3,7","5,8","8,6","21,0","18,4","19,2"
DJIBOUTI,Outbound tourism,Passenger transport - US$ Mn,,IMF,"12,5","13,4","12,1","13,3","8,7","8,9","8,9","4,9","7,1","11,2","11,5","11,5","11,6","11,8","11,7","11,9","12,5","11,2","11,7"
DOMINICA,Inbound tourism,Arrivals - Thousands,,TF,60,63,65,66,74,70,66,69,73,80,79,84,81,81,75,77,76,79,78
DOMINICA,Inbound tourism,Tourism expenditure in the country - US$ Mn,,,,,,,,,,,,,,,,,,,,,
DOMINICA,Inbound tourism,Travel - US$ Mn,,IMF,42,44,48,47,51,48,46,46,52,61,57,72,74,76,77,94,106,76,82
DOMINICA,Inbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
DOMINICA,Outbound tourism,Departures - Thousands,,,,,,,,,,,,,,,,,,,,,
DOMINICA,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,,,,,,,,,,,,,,,,,,,,
DOMINICA,Outbound tourism,Travel - US$ Mn,,IMF,6,7,7,8,9,9,9,9,9,9,10,10,11,11,13,13,12,12,13
DOMINICA,Outbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
DOMINICAN REPUBLIC,Inbound tourism,Arrivals - Thousands,1/,TF,1776,1926,2211,2309,2649,2978,2882,2811,3282,3450,3691,3965,3980,3980,3992,4125,4306,4563,4690
DOMINICAN REPUBLIC,Inbound tourism,Tourism expenditure in the country - US$ Mn,,,,,,,,,,,,,,,,,,,,,
DOMINICAN REPUBLIC,Inbound tourism,Travel - US$ Mn,,IMF,1571,1781,2099,2153,2483,2860,2798,2730,3128,3152,3518,3917,4064,4166,4049,4163,4391,4687,5065
DOMINICAN REPUBLIC,Inbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
DOMINICAN REPUBLIC,Outbound tourism,Departures - Thousands,,,168,358,355,354,363,360,331,332,321,368,419,420,443,413,415,401,408,418,436
DOMINICAN REPUBLIC,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,267,313,339,380,391,440,425,429,408,448,511,495,531,532,523,662,689,690,712
DOMINICAN REPUBLIC,Outbound tourism,Travel - US$ Mn,,IMF,173,198,221,254,264,309,291,295,272,310,352,333,326,327,359,395,396,399,378
DOMINICAN REPUBLIC,Outbound tourism,Passenger transport - US$ Mn,,IMF,94,115,118,126,127,131,134,134,136,138,159,162,205,205,164,267,293,291,334
ECUADOR,Inbound tourism,Arrivals - Thousands,1/,VF,440,494,529,511,518,627,641,683,761,819,860,841,937,1005,968,1047,1141,1272,1364
ECUADOR,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,315,330,335,330,377,451,438,449,408,464,488,492,626,745,674,786,849,1039,1251
ECUADOR,Inbound tourism,Travel - US$ Mn,,IMF,255,281,290,291,343,402,430,447,406,462,486,490,623,742,670,781,843,1033,1246
ECUADOR,Inbound tourism,Passenger transport - US$ Mn,,IMF,60,49,45,39,34,49,8,2,2,2,2,2,3,3,4,5,6,6,5
ECUADOR,Outbound tourism,Departures - Thousands,,,271,275,321,330,386,520,562,627,613,603,664,733,801,815,814,899,1022,1022,1138
ECUADOR,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,331,313,331,325,385,416,465,507,500,577,644,706,733,790,806,863,917,944,987
ECUADOR,Outbound tourism,Travel - US$ Mn,,IMF,235,219,227,241,271,299,340,364,354,391,429,466,504,542,549,568,594,611,621
ECUADOR,Outbound tourism,Passenger transport - US$ Mn,,IMF,96,94,104,84,114,117,125,143,146,186,215,240,229,248,257,295,323,333,366
EGYPT,Inbound tourism,Arrivals - Thousands,,TF,2871,3528,3656,3213,4490,5116,4357,4906,5746,7795,8244,8646,10610,12296,11914,14051,9497,11196,9174
EGYPT,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,2954,3583,4046,2942,4361,4657,4119,4133,4704,6328,7206,8133,10327,12104,11757,13633,9333,10823,7253
EGYPT,Inbound tourism,Travel - US$ Mn,,IMF,2684,3204,3727,2565,3903,4345,3800,3764,4584,6125,6851,7591,9303,10985,10755,12528,8707,9940,6044
EGYPT,Inbound tourism,Passenger transport - US$ Mn,,IMF,270,379,319,377,458,312,319,369,120,203,355,542,1024,1119,1002,1105,626,883,1209
EGYPT,Outbound tourism,Departures - Thousands,,,2683,2812,2722,2854,2886,2964,3074,3330,3644,5210,5307,4531,,,4716,4618,4863,5678,5782
EGYPT,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,1371,1382,1431,1271,1218,1206,1248,1309,1465,1543,1932,2156,2886,3390,2941,2696,2575,3037,3466
EGYPT,Outbound tourism,Travel - US$ Mn,,IMF,1278,1317,1347,1153,1078,1072,1132,1266,1321,1257,1629,1784,2446,2915,2538,2240,2203,2618,3014
EGYPT,Outbound tourism,Passenger transport - US$ Mn,,IMF,93,65,84,118,140,134,116,43,144,286,303,372,440,475,403,456,372,419,452
EL SALVADOR,Inbound tourism,Arrivals - Thousands,,TF,235,283,387,542,658,795,735,798,720,951,1127,1279,1339,1385,1091,1150,1184,1255,1283
EL SALVADOR,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,152,155,,,408,437,452,521,664,748,656,686,793,711,549,646,729,900,1054
EL SALVADOR,Inbound tourism,Travel - US$ Mn,,IMF,85,86,149,206,222,217,201,245,382,453,361,382,482,425,319,390,415,558,621
EL SALVADOR,Inbound tourism,Passenger transport - US$ Mn,,IMF,67,69,,,186,220,251,276,282,295,295,304,311,286,230,256,314,342,433
EL SALVADOR,Outbound tourism,Departures - Thousands,,,348,492,627,868,787,923,933,1001,940,1079,1239,1242,1012,,,,,,
EL SALVADOR,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,99,102,,,205,219,247,266,311,373,288,307,363,326,253,280,244,287,270
EL SALVADOR,Outbound tourism,Travel - US$ Mn,,IMF,72,73,153,179,169,165,195,191,229,292,206,224,278,241,187,219,203,261,242
EL SALVADOR,Outbound tourism,Passenger transport - US$ Mn,,IMF,27,29,,,36,54,52,75,82,81,82,83,85,85,66,61,41,26,28
EQUATORIAL GUINEA,Inbound tourism,Arrivals - Thousands,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,Inbound tourism,Tourism expenditure in the country - US$ Mn,1/,CB,1,4,5,0,10,5,14,,,,,,,,,,,,
EQUATORIAL GUINEA,Inbound tourism,Travel - US$ Mn,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,Inbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,Outbound tourism,Departures - Thousands,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,Outbound tourism,Tourism expenditure in other countries - US$ Mn,1/,CB,7,13,7,7,8,19,30,,,,,,,,,,,,
EQUATORIAL GUINEA,Outbound tourism,Travel - US$ Mn,,,,,,,,,,,,,,,,,,,,,
EQUATORIAL GUINEA,Outbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
ERITREA,Inbound tourism,Arrivals - Thousands,1/,VF,315,417,410,188,57,70,113,101,80,87,83,78,81,70,79,84,107,,
ERITREA,Inbound tourism,Tourism expenditure in the country - US$ Mn,2/,country,58,69,90,34,28,36,74,73,74,73,66,60,61,46,26,,,,
ERITREA,Inbound tourism,Travel - US$ Mn,,,,,,,,,,,,,,,,,,,,,
ERITREA,Inbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
ERITREA,Outbound tourism,Departures - Thousands,,,,,,,,,,,,,,,,,,,,,
ERITREA,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,,,,,,,,,,,,,,,,,,,,
ERITREA,Outbound tourism,Travel - US$ Mn,,,,,,,,,,,,,,,,,,,,,
ERITREA,Outbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
ESTONIA,Inbound tourism,Arrivals - Thousands,1/ 2/ 3/,TF,530,665,730,825,950,1220,1320,1362,1462,1750,1917,1940,1900,2079,2059,2372,2665,2744,2868
ESTONIA,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,452,565,597,668,702,657,661,737,883,1111,1229,1361,1416,1643,1445,1412,1683,1588,1791
ESTONIA,Inbound tourism,Travel - US$ Mn,,IMF,357,484,473,539,549,508,507,555,671,887,971,1024,1036,1193,1090,1065,1255,1221,1396
ESTONIA,Inbound tourism,Passenger transport - US$ Mn,,IMF,95,81,124,129,153,149,154,182,212,224,258,337,380,450,355,347,428,367,395
ESTONIA,Outbound tourism,Departures - Thousands,1/ 4/,,1764,1547,1616,1659,1780,1800,1658,1849,2075,,,438,677,692,752,955,1054,1147,1166
ESTONIA,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,121,141,162,197,255,253,253,305,404,486,530,706,804,939,696,723,939,959,1170
ESTONIA,Outbound tourism,Travel - US$ Mn,,IMF,91,101,120,155,215,204,192,231,319,399,439,586,670,809,605,633,806,796,993
ESTONIA,Outbound tourism,Passenger transport - US$ Mn,,IMF,30,40,42,42,40,49,61,74,85,87,91,120,134,130,91,90,133,163,177
ETHIOPIA,Inbound tourism,Arrivals - Thousands,1/,TF,103,109,139,112,115,136,148,156,180,184,227,330,358,383,427,468,523,597,681
ETHIOPIA,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,177,170,157,152,176,205,218,261,336,458,533,639,790,1184,1119,1434,1998,1980,
ETHIOPIA,Inbound tourism,Travel - US$ Mn,,IMF,16,23,22,37,47,57,51,72,114,174,168,162,176,377,329,522,758,607,
ETHIOPIA,Inbound tourism,Passenger transport - US$ Mn,,IMF,161,147,135,115,129,148,167,189,222,284,365,477,614,807,790,912,1240,1373,
ETHIOPIA,Outbound tourism,Departures - Thousands,,,120,133,,,,,,,,,,,,,,,,,
ETHIOPIA,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,30,30,48,51,57,80,50,55,63,59,,,,,139,,,,
ETHIOPIA,Outbound tourism,Travel - US$ Mn,,IMF,25,25,40,46,51,74,44,45,50,58,77,97,107,156,138,143,170,181,
ETHIOPIA,Outbound tourism,Passenger transport - US$ Mn,,IMF,5,5,8,5,6,6,6,10,13,1,,,,,1,,,,
FIJI,Inbound tourism,Arrivals - Thousands,1/,TF,318,340,359,371,410,294,348,398,431,504,545,549,540,585,542,632,675,661,658
FIJI,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,369,374,386,309,365,291,316,384,496,588,722,684,722,952,688,825,955,989,971
FIJI,Inbound tourism,Travel - US$ Mn,,IMF,291,298,317,248,280,189,205,260,345,423,485,480,499,658,503,635,724,730,722
FIJI,Inbound tourism,Passenger transport - US$ Mn,,IMF,78,76,69,61,85,102,111,124,151,165,237,204,223,294,185,190,231,259,249
FIJI,Outbound tourism,Departures - Thousands,,,68,72,74,78,89,83,85,99,104,94,109,121,120,124,125,128,132,132,
FIJI,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,82,88,87,67,82,96,84,79,88,118,132,113,106,111,107,102,116,111,110
FIJI,Outbound tourism,Travel - US$ Mn,,IMF,64,70,69,52,66,83,65,55,70,94,106,101,92,96,94,88,98,92,96
FIJI,Outbound tourism,Passenger transport - US$ Mn,,IMF,18,18,18,15,16,13,19,24,18,24,26,12,14,15,13,14,18,19,14
FINLAND,Inbound tourism,Arrivals - Thousands,1/,TF,,,,2644,2454,2714,2826,2875,2601,2840,3140,3375,3519,3583,3423,3670,4192,4226,
FINLAND,Inbound tourism,Arrivals - Thousands,2/,TCE,1779,1724,1832,1867,1831,1971,1999,2043,2047,2083,2080,2317,2472,2494,2220,2319,2623,2778,2797
FINLAND,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,2383,2408,2358,2371,2236,2035,2065,2235,2676,2975,3069,3515,4287,4873,4104,4510,5591,5415,5741
FINLAND,Inbound tourism,Travel - US$ Mn,,IMF,1640,1636,1639,1630,1521,1406,1437,1577,1869,2067,2180,2380,2837,3232,2777,3040,3823,3874,4039
FINLAND,Inbound tourism,Passenger transport - US$ Mn,,IMF,743,772,719,741,715,629,628,658,807,908,889,1135,1450,1641,1327,1470,1768,1541,1702
FINLAND,Outbound tourism,Departures - Thousands,3/,,5147,4918,5233,4743,5314,5914,5824,5857,5585,5798,5902,5756,5749,5854,5832,6633,7274,9055,8562
FINLAND,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,2853,2760,2541,2565,2525,2293,2442,2438,2954,3383,3622,4099,4812,5579,5226,5267,6009,5839,6357
FINLAND,Outbound tourism,Travel - US$ Mn,,IMF,2278,2285,2080,2062,2035,1852,1852,2006,2433,2821,3057,3424,3983,4546,4394,4304,4878,4885,5292
FINLAND,Outbound tourism,Passenger transport - US$ Mn,,IMF,575,475,461,503,490,441,590,432,521,562,565,675,829,1033,832,963,1131,954,1065
FRANCE,Inbound tourism,Arrivals - Thousands,1/,TF,60033,62406,66591,70109,73147,77190,75202,77012,75048,74433,74988,77916,80853,79218,76764,77648,81550,83051,84726
FRANCE,Inbound tourism,Tourism expenditure in the country - US$ Mn,,IMF,31295,32088,,,37770,38534,38385,40537,45990,52108,51691,54450,63701,67779,58857,56139,65959,63884,66064
FRANCE,Inbound tourism,Travel - US$ Mn,,IMF,27587,28352,27402,29490,31239,32855,32181,35011,39389,44895,43954,46512,54209,57228,49581,46471,55116,53408,56557
FRANCE,Inbound tourism,Passenger transport - US$ Mn,2/,IMF,3708,3736,,,6531,5679,6204,5526,6601,7213,7737,7938,9492,10551,9276,9668,10843,10476,9507
FRANCE,Outbound tourism,Departures - Thousands,3/,,18686,18151,17115,18077,16709,19886,19265,18315,18576,21131,22480,22240,28103,25506,25140,25041,26155,25450,26243
FRANCE,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,20699,22049,,,22795,26703,26749,27808,32618,36029,38813,39331,46029,50021,45806,46157,53914,50022,53157
FRANCE,Outbound tourism,Travel - US$ Mn,,IMF,16358,17748,17490,18819,18501,22533,22616,23769,28059,30018,31727,32693,38261,41277,38416,38608,45017,39829,42870
FRANCE,Outbound tourism,Passenger transport - US$ Mn,2/,IMF,4341,4301,,,4294,4170,4133,4039,4559,6011,7086,6638,7768,8744,7390,7549,8897,10193,10287
FRENCH GUIANA,Inbound tourism,Arrivals - Thousands,1/,TF,,,,68,70,,65,65,,,95,,109,,83,,,,
FRENCH GUIANA,Inbound tourism,Tourism expenditure in the country - US$ Mn,2/,country,,,,51,50,,42,45,,,44,,49,,,,,,
FRENCH GUIANA,Inbound tourism,Travel - US$ Mn,,,,,,,,,,,,,,,,,,,,,
FRENCH GUIANA,Inbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
FRENCH GUIANA,Outbound tourism,Departures - Thousands,,,,,,,,,,,,,,,,,,,,,
FRENCH GUIANA,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,,,,,,,,,,,,,,,,,,,,
FRENCH GUIANA,Outbound tourism,Travel - US$ Mn,,,,,,,,,,,,,,,,,,,,,
FRENCH GUIANA,Outbound tourism,Passenger transport - US$ Mn,,,,,,,,,,,,,,,,,,,,,
FRENCH POLYNESIA,Inbound tourism,Arrivals - Thousands,1/,TF,172,164,180,189,211,252,228,189,213,212,208,222,218,196,160,154,163,169,164
FRENCH POLYNESIA,Inbound tourism,Tourism expenditure in the country - US$ Mn,2/,IMF,326,322,345,354,394,,,471,651,737,759,,,,,,,,
FRENCH POLYNESIA,Inbound tourism,Travel - US$ Mn,,IMF,,,,,,,,372,480,523,530,463,537,522,440,405,460,438,
FRENCH POLYNESIA,Inbound tourism,Passenger transport - US$ Mn,,IMF,,,,,,,,99,171,214,229,,,,,,,,
FRENCH POLYNESIA,Outbound tourism,Departures - Thousands,,,63,65,,,,,,,,,,,,,88,89,84,83,80
FRENCH POLYNESIA,Outbound tourism,Tourism expenditure in other countries - US$ Mn,,IMF,,,,,,,,264,335,425,430,,,,,,,,
FRENCH POLYNESIA,Outbound tourism,Travel - US$ Mn,,IMF,,,,,,,,180,236,311,312,122,153,159,164,160,168,158,
