"Ease_in_public", "Opening_up_to_others", "Diplomacy", "Persuasion", "Leading", "Taking_responsibility", "Organization", "Vision", "Self_confidence", "Independent_mind", "Creativity", "Autonomy", "Stress_management", "Responsiveness", "Patience", "Respect_for_authority", "Determination", "Ambition", "Work_ethic", "Competitive_spirit", "Social_recognition", "Pay", "Security", "Private_professional_life", "Philantropy", "Need_to_belong", "Need_for_relations", "Need_for_variety"
3.4289,4.3661,5.3483,8.4159,2.7701,5.5227,5.4012,8.3298,8.2706,8.0081,1.0,6.5363,5.3889,6.5171,3.7784,4.0158,4.9759,6.0455,3.1916,8.6556,4.2721,5.1036,4.5954,7.9953,3.6501,9.4272,3.9484,5.9532
6.0956,7.9375,3.4526,5.6121,5.6137,5.5227,7.0473,3.0106,4.8074,5.8459,4.3931,4.4637,10.0,5.3743,5.8402,4.9208,3.9064,2.8369,5.0607,6.8778,1.0,5.1036,3.4661,9.0985,7.7611,5.459,5.1194,5.9532
7.8733,6.1518,2.5047,3.743,5.6137,0.9773,2.9321,5.1383,6.539,8.0081,8.9733,6.5363,3.537,7.66,7.9021,2.2059,6.0455,4.9759,5.9953,5.9889,1.0,5.9964,4.5954,6.8922,5.7055,4.1362,7.4614,7.1241
4.3178,5.2589,6.2962,5.6121,3.718,7.7955,8.6934,5.1383,3.9416,5.8459,3.6298,6.5363,6.3148,7.66,5.8402,4.0158,4.9759,4.9759,5.9953,4.2111,3.2481,8.675,5.7247,4.6859,5.7055,6.7818,3.9484,4.7822
3.4289,4.3661,5.3483,6.5467,4.6659,4.3864,2.1091,8.3298,5.6732,8.0081,8.2099,8.6088,7.2407,6.5171,2.7474,1.0,8.1845,6.0455,5.9953,3.3222,4.2721,1.0,5.7247,6.8922,5.7055,5.459,7.4614,7.1241
6.0956,3.4732,8.1919,1.0,4.6659,6.6591,5.4012,9.3936,2.21,3.6838,5.9198,8.6088,1.6852,3.0886,6.8711,8.5407,7.115,7.115,5.0607,5.9889,4.2721,4.2107,7.9833,4.6859,6.7333,5.459,3.9484,7.1241
6.9844,7.0446,5.3483,4.6776,6.5616,2.1136,4.5782,4.0745,7.4048,5.8459,7.4466,4.4637,4.463,5.3743,7.9021,5.8258,6.0455,1.7674,5.9953,4.2111,3.2481,4.2107,9.1126,6.8922,7.7611,2.8135,5.1194,4.7822
6.0956,5.2589,7.2441,4.6776,7.5095,5.5227,2.1091,4.0745,8.2706,5.8459,8.2099,3.4275,2.6111,3.0886,7.9021,4.9208,6.0455,4.9759,7.8645,3.3222,1.0,4.2107,4.5954,4.6859,9.8165,8.1045,8.6323,2.4402
7.2368,4.8018,7.2412,4.0137,4.1481,4.4631,4.9594,3.4858,5.2428,6.4609,4.9953,6.016,6.5774,8.8086,6.4881,4.9427,5.1216,6.859,4.8742,4.1015,4.7669,9.2338,3.9345,4.7341,6.2012,4.7977,2.6592,6.6767
6.9844,5.2589,5.3483,4.6776,5.6137,6.6591,4.5782,6.2021,6.539,3.6838,6.6832,4.4637,7.2407,1.9457,8.933,5.8258,8.1845,2.8369,5.0607,2.4333,4.2721,4.2107,6.8541,4.6859,7.7611,6.7818,8.6323,1.2693
2.2164,4.5037,6.2915,4.9654,4.2132,6.8697,7.9285,6.0924,3.4555,3.149,4.284,4.3175,8.3638,6.5668,8.4765,7.5527,6.0325,4.0399,6.0746,4.9186,5.7773,5.1924,9.1116,6.2374,2.536,2.8069,3.9653,8.0764
5.2067,7.0446,7.2441,3.743,2.7701,7.7955,8.6934,6.2021,3.9416,3.6838,7.4466,6.5363,4.463,1.9457,6.8711,6.7308,4.9759,3.9064,5.9953,3.3222,3.2481,6.8893,9.1126,6.8922,5.7055,2.8135,5.1194,3.6112
4.3178,1.6875,2.5047,8.4159,9.4052,6.6591,2.9321,5.1383,5.6732,4.7649,8.2099,5.5,4.463,7.66,3.7784,5.8258,4.9759,6.0455,3.1916,8.6556,7.3444,7.7821,5.7247,4.6859,5.7055,5.459,2.7775,3.6112
4.0907,5.4448,4.4351,5.4452,3.2403,7.2015,7.3568,1.375,2.5397,4.1673,5.8287,7.5182,6.5392,4.2806,7.6062,5.873,4.7423,8.371,6.3578,7.3268,9.1994,7.9854,5.5519,3.5594,6.2443,1.0,3.9823,4.4774
4.3178,7.9375,7.2441,4.6776,5.6137,6.6591,4.5782,6.2021,5.6732,5.8459,8.2099,4.4637,4.463,4.2314,6.8711,5.8258,3.9064,1.7674,5.0607,5.1,4.2721,5.9964,6.8541,6.8922,4.6778,4.1362,5.1194,5.9532
1.6511,1.6875,1.5569,4.6776,5.6137,6.6591,2.9321,5.1383,8.2706,9.0892,4.3931,8.6088,7.2407,7.66,7.9021,4.9208,9.254,4.9759,5.0607,5.1,5.2962,4.2107,7.9833,9.0985,6.7333,2.8135,2.7775,4.7822
5.2067,5.2589,8.1919,1.8738,1.8223,4.3864,5.4012,10.0,5.6732,6.927,8.2099,5.5,6.3148,6.5171,6.8711,5.8258,3.9064,2.8369,4.1262,4.2111,5.2962,1.0,5.7247,9.0985,6.7333,5.459,3.9484,5.9532
3.4289,7.0446,7.2441,7.4813,6.5616,0.9773,3.7551,9.3936,7.4048,4.7649,6.6832,5.5,6.3148,8.8029,5.8402,3.1109,4.9759,3.9064,2.257,4.2111,4.2721,7.7821,6.8541,6.8922,5.7055,6.7818,2.7775,2.4402
6.0956,7.0446,3.4526,6.5467,2.7701,8.9318,6.2243,3.0106,5.6732,6.927,2.8664,5.5,7.2407,4.2314,4.8093,4.9208,8.1845,4.9759,7.8645,3.3222,7.3444,5.1036,4.5954,5.789,3.6501,6.7818,3.9484,7.1241
4.3178,6.1518,4.4005,5.6121,2.7701,5.5227,7.0473,6.2021,4.8074,4.7649,4.3931,8.6088,1.6852,8.8029,8.933,4.0158,6.0455,4.9759,5.9953,5.9889,5.2962,7.7821,9.1126,4.6859,4.6778,2.8135,2.7775,5.9532
5.059,4.5635,5.523,5.4452,5.9896,1.5936,5.4696,6.1189,6.276,8.5806,4.9912,9.6413,3.5788,7.6207,4.575,4.9401,6.9857,3.7719,6.3578,3.6645,1.0,5.0302,6.8656,9.1327,7.4471,3.9928,5.2179,4.4774
6.0956,6.1518,8.1919,2.8084,3.718,4.3864,2.9321,3.0106,5.6732,8.0081,5.1565,5.5,4.463,4.2314,7.9021,8.5407,6.0455,7.115,3.1916,6.8778,5.2962,6.8893,4.5954,7.9953,8.7888,5.459,3.9484,1.0
5.2657,4.8018,1.9799,1.0,6.9609,3.3585,5.8842,4.639,6.1982,5.3198,1.6857,8.1319,7.6111,4.3231,3.4113,7.6667,7.3133,10.0,8.0219,6.9208,9.4715,9.2338,6.4026,3.3847,3.6936,3.2785,2.6592,4.2509
4.3178,3.4732,6.2962,2.8084,9.4052,5.5227,7.0473,5.1383,3.0758,5.8459,5.1565,8.6088,2.6111,3.0886,6.8711,5.8258,8.1845,1.7674,9.7336,5.1,5.2962,4.2107,7.9833,6.8922,5.7055,4.1362,5.1194,4.7822
7.8733,6.1518,5.3483,1.0,6.5616,3.25,2.9321,5.1383,9.1364,10.0,8.9733,4.4637,7.2407,3.0886,5.8402,4.9208,4.9759,1.7674,4.1262,5.1,3.2481,1.0,5.7247,5.789,7.7611,5.459,6.2904,8.2951
4.3178,2.5804,4.4005,5.6121,6.5616,6.6591,6.2243,7.266,3.0758,6.927,5.1565,5.5,5.3889,3.0886,8.933,8.5407,6.0455,3.9064,4.1262,5.9889,1.0,6.8893,5.7247,5.789,3.6501,10.0,5.1194,4.7822
6.0956,7.0446,5.3483,4.6776,3.718,4.3864,2.9321,5.1383,10.0,6.927,8.9733,4.4637,9.0926,7.66,1.7165,4.9208,3.9064,1.7674,5.0607,4.2111,1.0,4.2107,2.3368,9.0985,7.7611,5.459,6.2904,7.1241
6.0956,4.3661,3.4526,5.6121,2.7701,4.3864,2.9321,3.0106,7.4048,5.8459,6.6832,6.5363,9.0926,7.66,3.7784,3.1109,7.115,4.9759,9.7336,5.1,5.2962,6.8893,4.5954,6.8922,4.6778,4.1362,3.9484,7.1241
6.0956,6.1518,8.1919,5.6121,5.6137,5.5227,4.5782,7.266,5.6732,3.6838,5.1565,4.4637,7.2407,5.3743,6.8711,4.9208,3.9064,3.9064,4.1262,5.1,5.2962,7.7821,6.8541,4.6859,4.6778,4.1362,6.2904,3.6112
6.9844,3.4732,5.3483,2.8084,9.4052,4.3864,3.7551,5.1383,4.8074,4.7649,7.4466,3.4275,2.6111,4.2314,7.9021,6.7308,8.1845,2.8369,6.9299,7.7667,3.2481,1.0,7.9833,6.8922,5.7055,6.7818,7.4614,4.7822
1.6511,1.6875,3.4526,9.3505,3.718,10.0,5.4012,9.3936,3.9416,8.0081,4.3931,6.5363,2.6111,6.5171,3.7784,6.7308,7.115,6.0455,1.3224,10.0,7.3444,8.675,6.8541,6.8922,3.6501,5.459,1.0,2.4402
10.0,4.5037,4.1282,5.9279,2.3422,3.5594,6.0847,6.0924,5.326,6.5542,5.1051,4.3175,4.4187,3.229,5.4098,6.6356,6.0325,6.303,9.1597,4.9186,4.6349,5.1924,5.3145,6.2374,6.1367,2.8069,5.2329,8.0764
3.4289,7.0446,7.2441,3.743,2.7701,5.5227,4.5782,7.266,3.9416,5.8459,5.1565,7.5725,4.463,4.2314,8.933,9.4457,7.115,4.9759,4.1262,3.3222,4.2721,1.0,7.9833,6.8922,4.6778,8.1045,8.6323,2.4402
1.6511,4.3661,6.2962,3.743,6.5616,6.6591,6.2243,5.1383,5.6732,8.0081,4.3931,7.5725,8.1667,3.0886,8.933,5.8258,6.0455,1.7674,7.8645,2.4333,3.2481,4.2107,5.7247,6.8922,7.7611,6.7818,3.9484,5.9532
6.0956,6.1518,6.2962,6.5467,5.6137,8.9318,5.4012,6.2021,2.21,2.6027,1.0,5.5,5.3889,3.0886,6.8711,8.5407,8.1845,2.8369,7.8645,4.2111,3.2481,3.3179,6.8541,5.789,7.7611,8.1045,6.2904,3.6112
6.0956,3.4732,5.3483,7.4813,2.7701,6.6591,3.7551,5.1383,8.2706,6.927,6.6832,5.5,3.537,7.66,5.8402,2.2059,8.1845,3.9064,3.1916,7.7667,4.2721,5.1036,5.7247,7.9953,4.6778,5.459,8.6323,2.4402
5.2536,5.987,6.1695,5.9892,3.0697,6.4847,8.3375,5.6116,6.1739,5.0228,4.2791,5.5552,10.0,4.2545,5.542,5.8899,2.9952,5.3752,4.7459,3.3066,3.7257,7.5492,6.1563,6.1694,4.6776,3.5723,5.0621,6.342
7.8733,5.2589,3.4526,1.8738,6.5616,3.25,5.4012,5.1383,9.1364,4.7649,4.3931,5.5,6.3148,7.66,5.8402,8.5407,3.9064,2.8369,3.1916,7.7667,4.2721,5.9964,7.9833,4.6859,3.6501,4.1362,6.2904,7.1241
5.2067,3.4732,2.5047,5.6121,6.5616,6.6591,3.7551,1.9468,4.8074,6.927,7.4466,7.5725,1.6852,5.3743,7.9021,4.0158,9.254,3.9064,7.8645,7.7667,3.2481,5.1036,6.8541,7.9953,6.7333,5.459,3.9484,4.7822
4.3178,5.2589,5.3483,5.6121,6.5616,4.3864,4.5782,3.0106,6.539,9.0892,8.2099,6.5363,8.1667,7.66,3.7784,2.2059,4.9759,2.8369,5.0607,5.1,8.3684,5.9964,3.4661,6.8922,3.6501,4.1362,2.7775,8.2951
5.2067,5.2589,7.2441,4.6776,4.6659,8.9318,5.4012,4.0745,3.0758,5.8459,9.7366,5.5,3.537,5.3743,7.9021,4.0158,4.9759,2.8369,5.9953,5.1,3.2481,1.0,7.9833,7.9953,6.7333,5.459,6.2904,4.7822
5.2067,5.2589,8.1919,6.5467,3.718,3.25,3.7551,5.1383,8.2706,6.927,8.2099,5.5,6.3148,3.0886,5.8402,5.8258,4.9759,4.9759,2.257,5.1,3.2481,7.7821,4.5954,6.8922,4.6778,9.4272,2.7775,4.7822
-0.136364,5.18,5.5,8.23684,4.7381,3.5,9.58696,5.88095,6.8913,5.97619,6.09259,8.67647,3.92105,6.05556,4.02632,4.16667,5.05556,5.92105,6.35714,4.54348,5.8354,5.35222,7.71118,1.95963,4.2551,9.37755,5.92857,4.89286
5.2067,5.2589,7.2441,3.743,2.7701,5.5227,6.2243,7.266,5.6732,1.5216,6.6832,6.5363,4.463,3.0886,7.9021,6.7308,4.9759,6.0455,5.9953,5.9889,5.2962,6.8893,6.8541,6.8922,6.7333,6.7818,1.0,2.4402
6.0956,6.1518,2.5047,8.4159,9.4052,10.0,1.0,5.1383,4.8074,5.8459,4.3931,5.5,3.537,6.5171,3.7784,4.9208,7.115,4.9759,4.1262,6.8778,6.3203,7.7821,2.3368,4.6859,4.6778,6.7818,3.9484,7.1241
1.6511,5.2589,7.2441,2.8084,1.8223,4.3864,4.5782,5.1383,7.4048,5.8459,9.7366,6.5363,5.3889,5.3743,8.933,4.9208,7.115,6.0455,4.1262,5.1,6.3203,5.9964,5.7247,9.0985,4.6778,5.459,2.7775,3.6112
5.2067,6.1518,6.2962,6.5467,2.7701,3.25,6.2243,5.1383,2.21,4.7649,8.9733,5.5,5.3889,5.3743,7.9021,5.8258,7.115,4.9759,6.9299,2.4333,1.0,4.2107,6.8541,7.9953,6.7333,6.7818,8.6323,1.2693
7.8733,3.4732,2.5047,7.4813,3.718,2.1136,1.0,6.2021,10.0,8.0081,7.4466,3.4275,6.3148,9.9457,2.7474,4.0158,7.115,3.9064,3.1916,8.6556,7.3444,8.675,2.3368,5.789,3.6501,5.459,6.2904,3.6112
6.0956,3.4732,6.2962,3.743,3.718,5.5227,5.4012,7.266,2.21,2.6027,5.9198,6.5363,3.537,4.2314,8.933,4.9208,8.1845,9.254,5.0607,7.7667,6.3203,8.675,6.8541,4.6859,5.7055,4.1362,3.9484,2.4402
6.9844,3.4732,4.4005,5.6121,5.6137,5.5227,8.6934,1.9468,4.8074,6.927,7.4466,6.5363,6.3148,3.0886,4.8093,2.2059,6.0455,1.7674,9.7336,5.9889,6.3203,4.2107,6.8541,7.9953,4.6778,2.8135,5.1194,5.9532
5.2067,6.1518,7.2441,8.4159,4.6659,3.25,4.5782,6.2021,6.539,4.7649,5.9198,4.4637,6.3148,4.2314,3.7784,6.7308,6.0455,4.9759,3.1916,5.9889,4.2721,7.7821,5.7247,6.8922,6.7333,2.8135,3.9484,4.7822
6.0956,6.1518,6.2962,3.743,2.7701,7.7955,1.0,9.3936,3.9416,3.6838,7.4466,5.5,6.3148,4.2314,6.8711,5.8258,8.1845,6.0455,5.0607,4.2111,6.3203,5.9964,4.5954,7.9953,6.7333,4.1362,6.2904,1.2693
7.8733,7.0446,5.3483,1.8738,4.6659,7.7955,3.7551,7.266,3.9416,4.7649,4.3931,6.5363,4.463,7.66,4.8093,6.7308,6.0455,4.9759,7.8645,3.3222,8.3684,1.0,5.7247,5.789,6.7333,6.7818,3.9484,4.7822
4.3178,8.8304,6.2962,1.8738,2.7701,5.5227,2.9321,5.1383,5.6732,3.6838,9.7366,4.4637,8.1667,8.8029,8.933,4.9208,2.8369,7.115,1.3224,5.9889,3.2481,8.675,5.7247,7.9953,3.6501,6.7818,6.2904,1.2693
6.0956,7.0446,10.0,5.6121,2.7701,8.9318,3.7551,5.1383,3.0758,4.7649,7.4466,4.4637,1.6852,8.8029,6.8711,6.7308,6.0455,2.8369,5.0607,3.3222,3.2481,1.0,4.5954,6.8922,7.7611,6.7818,7.4614,5.9532
8.7622,6.1518,4.4005,3.743,7.5095,2.1136,3.7551,6.2021,6.539,5.8459,6.6832,2.3912,7.2407,7.66,4.8093,8.5407,2.8369,3.9064,5.0607,4.2111,5.2962,5.1036,5.7247,4.6859,4.6778,6.7818,8.6323,3.6112
4.3178,5.2589,6.2962,6.5467,2.7701,3.25,4.5782,5.1383,3.9416,4.7649,8.2099,3.4275,9.0926,8.8029,7.9021,4.0158,8.1845,3.9064,5.9953,3.3222,7.3444,5.9964,5.7247,4.6859,4.6778,4.1362,3.9484,7.1241
3.4289,7.9375,7.2441,6.5467,3.718,2.1136,7.0473,4.0745,2.21,4.7649,5.1565,6.5363,4.463,5.3743,5.8402,7.6357,8.1845,3.9064,5.9953,6.8778,4.2721,6.8893,6.8541,7.9953,4.6778,5.459,3.9484,3.6112
5.2067,2.5804,5.3483,8.4159,2.7701,6.6591,7.8704,3.0106,4.8074,4.7649,2.8664,5.5,3.537,6.5171,2.7474,9.4457,8.1845,3.9064,6.9299,8.6556,4.2721,5.1036,9.1126,7.9953,5.7055,4.1362,3.9484,3.6112
6.9844,5.2589,6.2962,5.6121,5.6137,6.6591,5.4012,5.1383,5.6732,3.6838,9.7366,3.4275,4.463,6.5171,7.9021,4.0158,3.9064,2.8369,5.0607,4.2111,5.2962,3.3179,7.9833,5.789,8.7888,2.8135,6.2904,3.6112
6.9844,6.1518,3.4526,4.6776,4.6659,2.1136,4.5782,3.0106,9.1364,5.8459,8.2099,4.4637,7.2407,5.3743,3.7784,4.9208,4.9759,2.8369,5.9953,8.6556,6.3203,4.2107,6.8541,4.6859,5.7055,4.1362,7.4614,4.7822
9.6511,5.2589,4.4005,3.743,6.5616,7.7955,7.8704,4.0745,8.2706,4.7649,4.3931,3.4275,7.2407,1.9457,3.7784,6.7308,3.9064,3.9064,5.9953,4.2111,4.2721,8.675,3.4661,4.6859,6.7333,5.459,5.1194,4.7822
7.8733,7.0446,7.2441,4.6776,2.7701,3.25,6.2243,5.1383,5.6732,5.8459,3.6298,5.5,6.3148,4.2314,5.8402,6.7308,8.1845,4.9759,4.1262,4.2111,4.2721,6.8893,2.3368,4.6859,6.7333,5.459,7.4614,5.9532
6.9844,5.2589,6.2962,2.8084,6.5616,5.5227,6.2243,4.0745,6.539,2.6027,6.6832,2.3912,4.463,4.2314,5.8402,7.6357,6.0455,3.9064,6.9299,6.8778,4.2721,6.8893,6.8541,6.8922,5.7055,2.8135,6.2904,3.6112
5.2067,3.4732,4.4005,10.0,5.6137,4.3864,2.1091,8.3298,6.539,5.8459,5.9198,5.5,4.463,4.2314,2.7474,4.0158,8.1845,7.115,3.1916,8.6556,8.3684,8.675,6.8541,4.6859,1.0,2.8135,3.9484,4.7822
7.8733,7.9375,7.2441,4.6776,3.718,5.5227,1.0,5.1383,4.8074,8.0081,8.2099,5.5,4.463,8.8029,4.8093,7.6357,3.9064,4.9759,1.3224,4.2111,4.2721,6.8893,1.0,7.9953,4.6778,8.1045,7.4614,3.6112
6.0956,6.1518,5.3483,5.6121,6.5616,6.6591,6.2243,4.0745,5.6732,5.8459,5.1565,6.5363,7.2407,4.2314,4.8093,4.9208,3.9064,2.8369,5.9953,5.1,5.2962,6.8893,3.4661,4.6859,6.7333,5.459,5.1194,5.9532
2.54,5.2589,8.1919,2.8084,4.6659,8.9318,7.8704,6.2021,3.0758,4.7649,4.3931,7.5725,2.6111,3.0886,6.8711,7.6357,9.254,4.9759,5.9953,4.2111,5.2962,4.2107,7.9833,5.789,4.6778,6.7818,3.9484,5.9532
8.0774,4.5037,5.2098,5.9279,3.2777,4.6629,5.1628,3.7397,7.1965,8.8244,8.3891,6.4454,8.3638,6.5668,2.3432,2.0497,4.9237,7.4346,5.0463,2.1655,4.6349,3.1956,4.0488,6.2374,8.5372,5.8396,3.9653,8.0764
4.3178,3.4732,5.3483,3.743,2.7701,2.1136,7.0473,6.2021,7.4048,3.6838,8.2099,7.5725,4.463,7.66,8.933,6.7308,3.9064,6.0455,6.9299,2.4333,6.3203,5.1036,7.9833,5.789,5.7055,5.459,3.9484,3.6112
3.4289,6.1518,7.2441,4.6776,2.7701,8.9318,1.0,5.1383,3.9416,6.927,8.2099,4.4637,5.3889,7.66,5.8402,6.7308,8.1845,2.8369,8.7991,2.4333,3.2481,4.2107,7.9833,9.0985,5.7055,4.1362,3.9484,5.9532
4.3178,5.2589,5.3483,4.6776,7.5095,5.5227,4.5782,5.1383,3.9416,6.927,5.9198,3.4275,5.3889,3.0886,8.933,4.0158,7.115,4.9759,6.9299,6.8778,8.3684,5.9964,6.8541,3.5827,5.7055,5.459,3.9484,3.6112
5.2067,3.4732,3.4526,4.6776,7.5095,6.6591,5.4012,5.1383,7.4048,5.8459,2.8664,6.5363,7.2407,4.2314,3.7784,6.7308,3.9064,6.0455,7.8645,5.9889,6.3203,6.8893,4.5954,4.6859,5.7055,5.459,5.1194,4.7822
2.54,7.0446,5.3483,7.4813,5.6137,10.0,2.9321,7.266,3.9416,4.7649,6.6832,5.5,2.6111,6.5171,9.9639,4.0158,6.0455,3.9064,5.0607,4.2111,4.2721,5.1036,7.9833,6.8922,3.6501,8.1045,7.4614,1.2693
6.9844,5.2589,5.3483,4.6776,4.6659,7.7955,2.9321,6.2021,4.8074,9.0892,9.7366,5.5,7.2407,4.2314,6.8711,2.2059,2.8369,0.6979,6.9299,5.1,3.2481,1.0,6.8541,5.789,7.7611,5.459,6.2904,7.1241
3.4289,3.4732,5.3483,2.8084,4.6659,8.9318,5.4012,6.2021,5.6732,5.8459,8.2099,7.5725,5.3889,3.0886,5.8402,8.5407,2.8369,4.9759,4.1262,6.8778,3.2481,6.8893,6.8541,6.8922,6.7333,4.1362,5.1194,3.6112
5.2067,3.4732,8.1919,1.8738,3.718,7.7955,2.9321,8.3298,2.21,6.927,5.9198,5.5,5.3889,3.0886,7.9021,5.8258,6.0455,7.115,5.0607,8.6556,7.3444,8.675,4.5954,3.5827,3.6501,6.7818,5.1194,3.6112
5.2067,3.4732,6.2962,5.6121,4.6659,6.6591,6.2243,8.3298,5.6732,3.6838,7.4466,7.5725,1.6852,4.2314,4.8093,3.1109,4.9759,2.8369,7.8645,8.6556,4.2721,5.9964,3.4661,4.6859,6.7333,8.1045,7.4614,3.6112
5.2067,5.2589,4.4005,8.4159,4.6659,5.5227,5.4012,5.1383,4.8074,5.8459,3.6298,5.5,6.3148,5.3743,4.8093,5.8258,6.0455,1.7674,5.9953,9.5444,5.2962,1.0,4.5954,5.789,8.7888,8.1045,5.1194,4.7822
5.2067,4.3661,6.2962,7.4813,4.6659,7.7955,6.2243,6.2021,3.9416,8.0081,6.6832,3.4275,5.3889,3.0886,5.8402,4.9208,2.8369,4.9759,6.9299,5.1,5.2962,4.2107,6.8541,7.9953,7.7611,6.7818,3.9484,1.2693
6.0956,1.6875,6.2962,3.743,5.6137,7.7955,7.8704,3.0106,5.6732,5.8459,3.6298,5.5,5.3889,0.8029,6.8711,7.6357,6.0455,7.115,7.8645,5.1,9.3925,4.2107,5.7247,2.4796,8.7888,5.459,3.9484,3.6112
5.2067,1.6875,4.4005,6.5467,5.6137,6.6591,5.4012,7.266,5.6732,4.7649,7.4466,3.4275,2.6111,5.3743,6.8711,5.8258,4.9759,3.9064,7.8645,7.7667,4.2721,6.8893,5.7247,6.8922,6.7333,5.459,2.7775,4.7822
5.2067,8.8304,8.1919,2.8084,3.718,6.6591,4.5782,6.2021,2.21,3.6838,6.6832,6.5363,7.2407,5.3743,4.8093,5.8258,6.0455,6.0455,6.9299,2.4333,5.2962,3.3179,6.8541,4.6859,6.7333,4.1362,8.6323,4.7822
5.2067,3.4732,7.2441,1.0,3.718,3.25,5.4012,6.2021,7.4048,6.927,5.1565,4.4637,7.2407,4.2314,7.9021,5.8258,7.115,6.0455,5.0607,6.8778,5.2962,5.9964,9.1126,6.8922,5.7055,2.8135,3.9484,3.6112
4.3178,7.9375,4.4005,7.4813,6.5616,4.3864,5.4012,6.2021,8.2706,6.927,7.4466,6.5363,6.3148,4.2314,4.8093,1.0,3.9064,3.9064,3.1916,5.1,6.3203,1.0,5.7247,6.8922,6.7333,5.459,5.1194,5.9532
8.7622,4.3661,6.2962,5.6121,8.4573,2.1136,2.1091,5.1383,7.4048,5.8459,8.9733,3.4275,6.3148,4.2314,6.8711,1.0,6.0455,2.8369,5.0607,6.8778,1.0,5.9964,4.5954,5.789,6.7333,6.7818,7.4614,4.7822
5.2067,6.1518,2.5047,4.6776,6.5616,4.3864,2.1091,7.266,6.539,4.7649,8.2099,5.5,8.1667,6.5171,6.8711,3.1109,3.9064,2.8369,9.7336,4.2111,4.2721,7.7821,5.7247,9.0985,5.7055,4.1362,2.7775,3.6112
4.1701,4.5037,1.9648,4.9654,7.0196,7.9732,6.0847,7.2688,6.2612,8.8244,4.284,7.5093,7.3775,7.6794,4.3876,1.0,4.9237,5.1715,8.1313,2.1655,4.6349,6.1908,2.7831,3.494,4.9364,8.8724,5.2329,8.0764
1.0,1.6875,3.4526,7.4813,3.718,5.5227,7.0473,8.3298,6.539,8.0081,5.1565,8.6088,6.3148,5.3743,3.7784,5.8258,7.115,6.0455,2.257,7.7667,4.2721,8.675,6.8541,5.789,3.6501,5.459,1.0,7.1241
2.54,1.6875,2.5047,7.4813,2.7701,3.25,4.5782,5.1383,8.2706,9.0892,3.6298,5.5,7.2407,8.8029,6.8711,4.0158,10.0,4.9759,4.1262,8.6556,7.3444,8.675,5.7247,5.789,4.6778,4.1362,2.7775,3.6112
6.0956,6.1518,5.3483,4.6776,2.7701,5.5227,6.2243,4.0745,4.8074,4.7649,3.6298,6.5363,6.3148,4.2314,6.8711,8.5407,4.9759,7.115,5.9953,5.1,1.0,7.7821,4.5954,5.789,6.7333,4.1362,7.4614,4.7822
2.54,6.1518,6.2962,2.8084,2.7701,5.5227,6.2243,3.0106,5.6732,3.6838,2.8664,6.5363,7.2407,5.3743,4.8093,6.7308,10.0,7.115,6.9299,7.7667,8.3684,3.3179,6.8541,1.0,7.7611,5.459,3.9484,7.1241
5.2067,6.1518,8.1919,3.743,3.718,6.6591,2.9321,9.3936,3.9416,4.7649,6.6832,9.6451,5.3889,3.0886,3.7784,4.9208,8.1845,7.115,2.257,5.1,6.3203,7.7821,4.5954,6.8922,5.7055,2.8135,2.7775,5.9532
8.7622,7.0446,4.4005,2.8084,4.6659,4.3864,8.6934,6.2021,8.2706,6.927,4.3931,2.3912,8.1667,5.3743,4.8093,4.9208,7.115,1.7674,5.9953,1.0,4.2721,1.0,4.5954,6.8922,8.7888,5.459,7.4614,4.7822
5.1469,5.4134,4.1282,6.8904,4.2132,4.6629,4.2409,8.4451,3.4555,5.4191,8.3891,7.5093,4.4187,8.792,4.3876,4.8012,6.0325,6.303,4.0179,4.0009,3.4927,8.1876,4.0488,6.2374,4.9364,10.0,2.6977,4.4493
4.3178,7.9375,7.2441,1.8738,2.7701,4.3864,2.9321,7.266,3.9416,5.8459,6.6832,5.5,5.3889,8.8029,8.933,6.7308,6.0455,4.9759,6.9299,2.4333,1.0,3.3179,5.7247,6.8922,7.7611,5.459,8.6323,4.7822
3.4289,0.7946,3.4526,6.5467,5.6137,5.5227,7.0473,6.2021,6.539,5.8459,4.3931,6.5363,5.3889,5.3743,4.8093,4.0158,10.0,4.9759,6.9299,6.8778,9.3925,7.7821,5.7247,3.5827,3.6501,5.459,3.9484,3.6112
5.2067,6.1518,4.4005,2.8084,8.4573,3.25,4.5782,1.9468,4.8074,3.6838,5.9198,2.3912,6.3148,9.9457,8.933,7.6357,7.115,2.8369,7.8645,5.1,7.3444,3.3179,9.1126,3.5827,7.7611,4.1362,5.1194,3.6112
5.2067,6.1518,6.2962,4.6776,3.718,8.9318,9.5165,4.0745,3.9416,2.6027,5.9198,4.4637,5.3889,3.0886,4.8093,5.8258,2.8369,8.1845,5.9953,6.8778,3.2481,4.2107,7.9833,4.6859,5.7055,5.459,6.2904,7.1241
4.3178,7.0446,8.1919,6.5467,1.0,5.5227,7.0473,6.2021,1.0,3.6838,5.1565,5.5,3.537,7.66,9.9639,4.9208,7.115,6.0455,3.1916,6.8778,3.2481,4.2107,2.3368,6.8922,7.7611,6.7818,6.2904,7.1241
5.31818,8.38,6.45238,4.02632,3.78571,9.38235,6.97826,4.92857,2.54348,4.07143,4.61111,7.5,2.86842,6.05556,8.23684,6.07143,7.27778,4.86842,4.45238,4.54348,2.1087,3.38177,8.95342,8.17081,7.31633,5.29592,4.7381,4.89286
