"Ease_in_public", "Opening_up_to_others", "Diplomacy", "Persuasion", "Leading", "Taking_responsibility", "Organization", "Vision", "Self_confidence", "Independent_mind", "Creativity", "Autonomy", "Stress_management", "Responsiveness", "Patience", "Respect_for_authority", "Determination", "Ambition", "Work_ethic", "Competitive_spirit", "Social_recognition", "Pay", "Security", "Private_professional_life", "Philantropy", "Need_to_belong", "Need_for_relations", "Need_for_variety"
5.1474,7.2279,7.3821,4.9435,7.0253,5.7773,5.1743,3.7392,7.1964,6.5419,9.2109,3.2485,5.4136,4.3338,3.3704,3.8978,3.8022,7.424,3.0201,4.905,5.7749,5.1872,2.7903,6.2516,4.9342,7.3474,7.7664,4.4423
3.2912,6.604,6.1875,4.995,4.162,7.7785,4.0405,6.9605,3.3404,4.1961,7.4906,6.0513,7.6017,5.4425,8.537,3.1224,2.9097,6.8078,8.0267,3.1475,5.9224,4.0869,3.951,4.7689,6.1984,6.2894,5.1971,7.8962
7.232,3.8714,7.2419,4.0186,6.9749,5.5709,3.1161,6.9605,7.1561,5.3353,9.1443,4.9956,5.537,3.201,6.4839,4.0309,5.104,3.4694,3.8431,5.9628,3.5759,1.0,5.183,6.1134,7.4482,6.2894,7.7437,6.6813
4.1724,7.2279,8.4624,7.8309,5.1548,9.0893,6.0957,8.4399,2.5242,6.5419,3.4549,5.3763,4.4276,3.2213,5.4129,7.5709,2.6942,5.1604,6.0955,2.1547,5.7749,3.1925,9.1304,4.8814,7.3304,1.0,7.7664,4.4423
2.2222,3.5953,6.3017,7.8309,5.1548,4.6733,1.0,8.4399,5.3275,4.2771,7.5663,4.3124,3.4417,6.5588,8.4766,3.8978,7.126,7.424,4.0452,8.5722,4.6338,6.1846,7.8624,6.2516,7.3304,5.83,3.9677,2.0212
4.1724,9.0442,7.3821,8.7933,3.2844,6.8813,3.3314,6.0895,3.4587,3.1447,5.0994,4.3124,6.3996,6.5588,3.3704,5.7343,3.8022,6.2922,7.1207,5.8218,3.4928,6.1846,5.3264,6.2516,4.9342,5.83,10.0,2.0212
2.306,4.7823,6.1875,5.9715,6.9749,2.2593,4.0405,5.8073,7.1561,6.4745,9.1443,4.9956,3.4724,7.684,7.5104,3.1224,5.104,3.4694,8.0267,5.0243,1.0,5.1162,5.183,6.1134,4.9486,6.2894,5.1971,9.1111
3.1973,6.3198,6.3017,7.8309,4.2196,7.9853,8.86,8.4399,3.4587,5.4095,1.0,10.0,2.4557,4.3338,2.3491,4.816,4.9101,7.424,7.1207,4.905,6.916,9.1767,6.5944,4.8814,3.7361,1.0,6.5001,3.2317
8.2172,5.6932,1.9699,5.9715,8.8502,4.467,4.0405,4.6541,5.2482,8.7529,5.0102,2.8842,5.537,5.4425,4.4307,5.848,2.9097,5.695,9.0725,5.0243,5.9224,3.0576,2.719,4.7689,6.1984,6.2894,6.4704,9.1111
9.0478,5.4116,5.2214,5.906,3.2844,5.7773,4.2529,2.564,8.1308,4.2771,7.5663,4.3124,7.3856,4.3338,4.3916,2.9795,7.126,5.1604,4.0452,7.6554,9.1981,6.1846,6.5944,2.1411,4.9342,7.3474,5.2339,2.0212
6.2468,6.604,3.0243,5.9715,6.9749,3.3632,4.0405,3.5009,6.2021,6.4745,8.3174,2.8842,6.5693,6.5632,4.4307,5.848,4.0068,4.5822,5.9349,6.9012,8.2689,3.0576,1.4871,8.8024,6.1984,4.7736,6.4704,5.4664
4.1024,5.4164,2.2101,3.6005,6.9485,3.7988,6.3676,4.9433,8.1385,4.1823,5.0128,5.3912,8.4552,7.6148,7.5574,4.9297,3.6453,4.9527,7.3604,4.6479,8.0436,7.0432,5.5132,3.5671,2.61,7.1623,6.4673,3.2604
5.2616,6.604,6.1875,3.0422,6.0373,6.6747,6.8135,4.6541,3.3404,4.1961,6.6638,4.9956,2.4401,8.8048,7.5104,5.848,6.2011,6.8078,4.889,3.1475,4.7491,3.0576,5.183,7.4579,6.1984,7.8052,5.1971,5.4664
6.0383,4.5308,5.4678,4.5599,4.1879,6.0365,7.3046,3.7584,6.2705,4.1823,5.0128,4.3281,8.4552,4.2804,5.5398,7.723,5.8793,7.2488,4.2994,4.6479,8.0436,5.0735,6.8213,3.5671,3.8049,8.7306,2.7391,5.7009
7.232,9.3366,4.0787,4.995,4.162,5.5709,2.1918,4.6541,5.2482,5.3353,8.3174,1.8285,7.6017,6.5632,7.5104,3.1224,5.104,6.8078,5.9349,4.0859,3.5759,5.1162,3.951,6.1134,4.9486,7.8052,7.7437,5.4664
4.278,5.9736,2.0642,4.9908,8.6121,5.3758,5.5857,3.3588,8.1154,3.896,8.3609,4.5306,3.6013,5.376,5.5361,4.0905,6.2896,6.507,5.8156,6.2262,4.9623,5.4647,6.1732,6.1968,5.9406,6.5774,5.0384,3.8866
7.232,8.4257,7.2419,3.0422,2.2867,7.7785,5.8892,5.8073,3.3404,3.0569,7.4906,6.0513,4.5047,0.9595,7.5104,5.848,5.104,6.8078,2.7973,7.8397,8.2689,1.0,6.415,4.7689,7.4482,4.7736,6.4704,4.2515
4.2764,7.5149,4.0787,3.0422,3.2244,4.467,5.8892,5.8073,8.11,6.4745,5.837,4.9956,7.6017,5.4425,3.4042,1.0,2.9097,10.0,6.9808,8.7781,8.2689,5.1162,5.183,2.0798,2.449,4.7736,6.4704,9.1111
4.1724,5.4116,3.0607,4.9435,6.09,4.6733,7.9386,7.2647,3.4587,5.4095,2.6326,8.568,3.4417,4.3338,3.3704,3.8978,7.126,7.424,9.171,8.5722,8.0571,8.1793,5.3264,6.2516,2.5381,2.7954,6.5001,3.2317
4.2764,7.5149,7.2419,5.9715,7.9125,7.7785,4.0405,10.0,4.2943,3.0569,1.7029,7.107,3.4724,3.201,5.4573,7.665,4.0068,7.9207,3.8431,4.0859,7.0957,9.2334,1.4871,2.0798,3.6988,6.2894,9.017,4.2515
6.1225,1.7791,4.141,4.9435,6.09,5.7773,3.3314,7.2647,4.3931,6.5419,5.0994,5.3763,5.4136,5.4463,4.3916,3.8978,9.3419,7.424,6.0955,8.5722,8.0571,4.1898,5.3264,1.0,8.5283,5.83,5.2339,6.8634
8.2172,8.4257,5.1331,4.995,5.0996,3.3632,1.0,5.8073,4.2943,6.4745,5.837,6.0513,3.4724,8.8048,5.4573,4.0309,8.3954,7.9207,5.9349,2.209,7.0957,4.0869,3.951,4.7689,4.9486,4.7736,7.7437,6.6813
4.2764,6.604,7.2419,3.0422,4.162,5.5709,4.9648,6.9605,5.2482,6.4745,6.6638,3.9399,4.5047,5.4425,4.4307,7.665,6.2011,4.5822,6.9808,5.0243,9.4421,3.0576,3.951,3.4244,7.4482,6.2894,3.9237,6.6813
6.2468,2.0497,8.2963,6.9479,6.0373,6.6747,1.0,5.8073,9.0639,7.6137,6.6638,6.0513,3.4724,5.4425,2.3776,6.7565,6.2011,4.5822,3.8431,5.0243,3.5759,7.1748,7.6469,4.7689,4.9486,6.2894,5.1971,4.2515
7.232,7.5149,5.1331,5.9715,6.9749,7.7785,3.1161,9.2669,2.3864,5.3353,4.1833,7.107,3.4724,5.4425,3.4042,4.0309,6.2011,6.8078,4.889,5.0243,4.7491,7.1748,2.719,7.4579,3.6988,6.2894,6.4704,5.4664
5.1474,6.3198,7.3821,3.0186,3.2844,5.7773,6.0957,2.564,3.4587,4.2771,8.3886,7.5041,5.4136,5.4463,7.4554,5.7343,6.018,7.424,7.1207,2.1547,5.7749,1.0,9.1304,3.5113,7.3304,4.3126,6.5001,5.6528
6.2468,6.604,4.0787,5.9715,7.9125,4.467,2.1918,5.8073,5.2482,6.4745,5.837,1.8285,5.537,9.9255,1.351,5.848,4.0068,7.9207,4.889,7.8397,10.0,4.0869,5.183,3.4244,4.9486,4.7736,3.9237,6.6813
7.232,3.8714,4.0787,2.0657,6.0373,5.5709,4.0405,5.8073,7.1561,7.6137,7.4906,4.9956,5.537,6.5632,4.4307,5.848,8.3954,3.4694,6.9808,3.1475,7.0957,6.1455,5.183,2.0798,6.1984,3.2579,6.4704,6.6813
3.1973,1.7791,4.141,4.9435,7.9605,3.5693,2.41,8.4399,9.0652,7.6743,6.744,6.4402,5.4136,5.4463,3.3704,2.9795,7.126,7.424,3.0201,9.4889,9.1981,7.182,4.0583,4.8814,4.9342,2.7954,5.2339,4.4423
6.2468,3.8714,1.9699,4.0186,10.0,5.5709,4.0405,4.6541,7.1561,5.3353,5.837,3.9399,6.5693,6.5632,4.4307,4.0309,6.2011,6.8078,4.889,6.9012,7.0957,5.1162,7.6469,2.0798,3.6988,6.2894,6.4704,5.4664
6.2468,1.1388,4.0787,2.0657,7.9125,4.467,5.8892,5.8073,7.1561,6.4745,2.5297,4.9956,6.5693,3.201,7.5104,4.0309,8.3954,10.0,8.0267,5.0243,8.2689,8.2041,6.415,2.0798,2.449,4.7736,5.1971,5.4664
9.0478,4.5035,3.0607,5.906,7.9605,5.7773,3.3314,1.3888,7.1964,0.8799,4.2772,4.3124,5.4136,4.3338,6.4341,6.6526,7.126,9.6875,7.1207,4.905,10.0,7.182,4.0583,2.1411,2.5381,4.3126,3.9677,8.0739
6.2468,7.5149,8.2963,4.0186,4.162,7.7785,3.1161,8.1137,3.3404,3.0569,8.3174,6.0513,6.5693,3.201,9.5636,6.7565,2.9097,4.5822,1.7514,4.0859,4.7491,1.0,5.183,6.1134,6.1984,6.2894,5.1971,9.1111
9.2024,7.5149,3.0243,4.0186,2.2867,3.3632,4.9648,8.1137,1.4325,3.0569,5.0102,8.1627,5.537,7.684,4.4307,5.848,5.104,9.0335,5.9349,6.9012,3.5759,6.1455,7.6469,3.4244,7.4482,3.2579,7.7437,4.2515
9.2024,2.9606,1.9699,9.8772,6.9749,1.1555,3.1161,8.1137,7.1561,5.3353,1.0,7.107,9.6663,5.4425,5.4573,3.1224,5.104,6.8078,2.7973,8.7781,8.2689,4.0869,3.951,6.1134,2.449,7.8052,3.9237,7.8962
5.2622,5.0718,9.2335,5.983,3.0694,5.3758,4.6717,6.7392,6.185,3.896,7.5471,8.777,6.8227,0.8775,9.7039,3.1913,4.0941,7.6672,3.6937,2.3182,4.9623,4.425,7.3892,3.485,5.9406,3.5483,5.0384,8.8244
4.1024,6.3019,6.5537,6.4787,5.1081,4.9177,6.3676,6.1282,8.1385,3.0752,5.8472,4.3281,3.5425,6.5033,4.531,3.0675,5.8793,2.6567,6.3401,9.2104,6.9034,4.0886,4.2051,3.5671,6.1948,5.5939,6.4673,6.9211
4.278,6.8754,4.1126,6.9753,3.0694,7.5821,2.8436,5.6124,4.2547,2.7448,5.9195,6.6538,8.9703,4.2514,8.662,4.0905,1.8986,10.0,2.6327,7.2032,4.9623,8.584,6.1732,7.5527,5.9406,1.0,2.4547,5.1211
5.1474,9.0442,10.0,5.906,5.1548,6.8813,6.0957,6.0895,3.4587,5.4095,8.3886,2.1846,5.4136,3.2213,5.4129,9.4074,1.5863,4.0287,1.9949,3.0715,5.7749,1.0,6.5944,7.6216,3.7361,7.3474,9.0325,3.2317
6.2468,4.7823,4.0787,4.995,5.0996,4.467,4.9648,5.8073,4.2943,7.6137,5.0102,2.8842,4.5047,7.684,6.4839,5.848,7.2983,9.0335,1.7514,7.8397,8.2689,8.2041,5.183,1.0,6.1984,6.2894,5.1971,4.2515
9.2024,7.5149,7.2419,4.995,5.0996,9.9862,6.8135,4.6541,4.2943,1.9176,5.837,2.8842,6.5693,3.201,8.537,4.9395,5.104,4.5822,2.7973,3.1475,4.7491,8.2041,6.415,6.1134,3.6988,3.2579,5.1971,5.4664
1.0,4.5035,6.3017,6.8684,3.2844,7.9853,4.2529,3.7392,8.1308,7.6743,7.5663,5.3763,7.3856,5.4463,3.3704,5.7343,3.8022,6.2922,7.1207,4.905,6.916,4.1898,5.3264,4.8814,6.1323,1.0,5.2339,9.2845
6.1225,9.0442,6.3017,4.9435,7.0253,9.0893,7.9386,2.564,4.3931,5.4095,3.4549,2.1846,5.4136,7.6712,4.3916,8.4891,6.018,1.7651,6.0955,1.0,3.4928,3.1925,7.8624,7.6216,8.5283,2.7954,6.5001,4.4423
2.2222,6.3198,3.0607,6.8684,3.2844,5.7773,5.1743,4.9143,5.3275,7.6743,6.744,5.3763,6.3996,9.8962,2.3491,3.8978,8.2339,2.8969,7.1207,6.7386,3.4928,5.1872,4.0583,6.2516,4.9342,5.83,6.5001,8.0739
5.2616,7.5149,7.2419,3.0422,3.2244,6.6747,3.1161,8.1137,3.3404,4.1961,6.6638,2.8842,3.4724,7.684,8.537,7.665,4.0068,6.8078,6.9808,4.0859,3.5759,4.0869,5.183,4.7689,7.4482,4.7736,7.7437,6.6813
7.232,5.6932,7.2419,4.995,2.2867,6.6747,7.7379,4.6541,7.1561,4.1961,7.4906,1.8285,8.634,2.0802,5.4573,6.7565,2.9097,5.695,4.889,5.0243,5.9224,7.1748,5.183,3.4244,2.449,6.2894,5.1971,7.8962
7.0976,7.2279,7.3821,6.8684,3.2844,5.7773,4.2529,4.9143,6.2619,6.5419,5.9217,3.2485,7.3856,9.8962,5.4129,7.5709,2.6942,4.0287,1.9949,2.1547,3.4928,5.1872,7.8624,8.9918,3.7361,4.3126,5.2339,5.6528
6.2468,5.6932,4.0787,4.0186,1.0,5.5709,6.8135,4.6541,6.2021,5.3353,4.1833,3.9399,5.537,6.5632,1.351,4.9395,9.4926,6.8078,9.0725,8.7781,9.4421,4.0869,5.183,4.7689,4.9486,6.2894,3.9237,5.4664
1.0,3.5953,4.141,6.8684,7.0253,7.9853,7.0172,3.7392,7.1964,7.6743,5.0994,4.3124,6.3996,5.4463,5.4129,3.8978,4.9101,6.2922,7.1207,5.8218,5.7749,9.1767,2.7903,4.8814,4.9342,4.3126,5.2339,5.6528
4.2764,7.5149,7.2419,3.0422,4.162,5.5709,4.9648,3.5009,2.3864,5.3353,6.6638,4.9956,9.6663,5.4425,8.537,4.0309,5.104,4.5822,8.0267,5.0243,1.0,4.0869,6.415,4.7689,7.4482,6.2894,5.1971,7.8962
3.1973,9.0442,7.3821,4.9435,3.2844,4.6733,7.0172,3.7392,3.4587,3.1447,6.744,4.3124,5.4136,6.5588,6.4341,7.5709,3.8022,7.424,8.1458,3.0715,5.7749,4.1898,7.8624,2.1411,6.1323,7.3474,6.5001,4.4423
2.2222,4.5035,3.0607,3.9811,7.0253,4.6733,7.0172,2.564,7.1964,6.5419,6.744,4.3124,3.4417,5.4463,6.4341,5.7343,9.3419,4.0287,6.0955,8.5722,5.7749,4.1898,5.3264,8.9918,6.1323,1.0,3.9677,8.0739
7.0976,3.5953,5.2214,3.9811,6.09,4.6733,6.0957,4.9143,5.3275,2.0123,5.9217,5.3763,8.3716,4.3338,4.3916,4.816,4.9101,9.6875,5.0704,7.6554,9.1981,6.1846,6.5944,3.5113,2.5381,5.83,6.5001,3.2317
6.1225,2.6872,4.141,4.9435,7.9605,3.5693,3.3314,7.2647,7.1964,7.6743,5.9217,4.3124,9.3576,6.5588,4.3916,3.8978,6.018,6.2922,3.0201,5.8218,5.7749,6.1846,4.0583,6.2516,1.0,7.3474,7.7664,5.6528
5.2616,5.6932,4.0787,9.8772,3.2244,4.467,4.9648,6.9605,2.3864,4.1961,1.7029,8.1627,4.5047,6.5632,9.5636,6.7565,2.9097,6.8078,3.8431,8.7781,9.4421,9.2334,6.415,3.4244,2.449,4.7736,2.6505,4.2515
8.2172,7.5149,9.3506,8.9008,6.9749,2.2593,4.9648,2.3477,6.2021,5.3353,1.7029,4.9956,3.4724,5.4425,4.4307,5.848,5.104,6.8078,6.9808,3.1475,3.5759,4.0869,2.719,2.0798,7.4482,9.321,10.0,5.4664
7.232,6.604,7.2419,5.9715,7.9125,6.6747,6.8135,3.5009,3.3404,5.3353,1.0,3.9399,4.5047,5.4425,7.5104,7.665,8.3954,4.5822,2.7973,4.0859,4.7491,3.0576,5.183,6.1134,6.1984,7.8052,5.1971,6.6813
4.2764,3.8714,6.1875,4.995,2.2867,3.3632,4.9648,5.8073,6.2021,6.4745,6.6638,7.107,4.5047,8.8048,8.537,1.0,6.2011,6.8078,5.9349,6.9012,7.0957,1.0,3.951,8.8024,3.6988,7.8052,5.1971,6.6813
6.1225,6.3198,4.141,6.8684,4.2196,7.9853,7.0172,7.2647,2.5242,3.1447,4.2772,5.3763,2.4557,7.6712,6.4341,3.8978,6.018,8.5557,3.0201,7.6554,3.4928,1.0,4.0583,8.9918,6.1323,10.0,7.7664,3.2317
4.1724,7.2279,7.3821,7.8309,5.1548,5.7773,7.0172,2.564,4.3931,3.1447,5.0994,6.4402,4.4276,8.7837,4.3916,4.816,7.126,6.2922,4.0452,3.9883,8.0571,5.1872,6.5944,0.7711,2.5381,7.3474,7.7664,5.6528
6.2468,5.6932,6.1875,6.9479,4.162,4.467,8.6622,1.1945,3.3404,1.9176,4.1833,7.107,3.4724,4.3217,6.4839,6.7565,7.2983,5.695,5.9349,8.7781,7.0957,3.0576,6.415,8.8024,7.4482,3.2579,2.6505,5.4664
1.3208,6.604,7.2419,3.0422,3.2244,7.7785,7.7379,8.1137,3.3404,4.1961,4.1833,4.9956,1.4078,3.201,7.5104,7.665,7.2983,9.0335,6.9808,5.9628,8.2689,7.1748,8.8788,4.7689,2.449,3.2579,2.6505,5.4664
3.2912,3.8714,5.1331,3.0422,7.9125,4.467,5.8892,2.3477,3.3404,4.1961,8.3174,1.8285,9.6663,5.4425,9.5636,7.665,6.2011,7.9207,4.889,4.0859,4.7491,5.1162,8.8788,4.7689,3.6988,6.2894,9.017,1.8217
6.0383,6.3019,4.3819,7.4381,3.2677,2.68,5.4307,6.1282,8.1385,5.2894,4.1784,5.3912,7.4726,7.6148,3.5222,3.0675,8.1132,4.9527,5.3197,5.5604,3.4829,5.0735,8.1293,3.5671,4.9998,7.1623,5.2245,6.9211
2.2222,3.5953,3.0607,3.9811,1.0,5.7773,1.0,10.0,5.3275,6.5419,9.2109,8.568,7.3856,8.7837,4.3916,3.8978,6.018,5.1604,8.1458,5.8218,1.0,3.1925,5.3264,3.5113,7.3304,5.83,7.7664,9.2845
4.2764,7.5149,9.3506,6.9479,6.0373,6.6747,4.9648,4.6541,8.11,6.4745,5.837,4.9956,6.5693,5.4425,7.5104,2.2139,2.9097,3.4694,2.7973,3.1475,5.9224,1.0,3.951,3.4244,8.698,9.321,7.7437,4.2515
7.232,8.4257,8.2963,4.0186,6.0373,5.5709,3.1161,6.9605,2.3864,5.3353,8.3174,3.9399,2.4401,8.8048,7.5104,6.7565,5.104,3.4694,3.8431,2.209,3.5759,4.0869,5.183,3.4244,8.698,6.2894,9.017,4.2515
5.2616,2.9606,3.0243,4.0186,7.9125,4.467,4.0405,1.1945,5.2482,5.3353,6.6638,6.0513,4.5047,7.684,7.5104,8.5736,7.2983,5.695,3.8431,7.8397,7.0957,7.1748,6.415,3.4244,2.449,7.8052,2.6505,6.6813
5.1474,5.4116,3.0607,6.8684,4.2196,2.4653,3.3314,7.2647,9.0652,4.2771,6.744,5.3763,4.4276,5.4463,9.4978,4.816,4.9101,9.6875,1.0,7.6554,9.1981,9.1767,5.3264,3.5113,2.5381,4.3126,3.9677,4.4423
4.1724,6.3198,5.2214,4.9435,3.2844,10.0,3.3314,7.2647,2.5242,5.4095,6.744,5.3763,2.4557,5.4463,5.4129,6.6526,4.9101,6.2922,9.171,5.8218,4.6338,3.1925,7.8624,2.1411,7.3304,7.3474,3.9677,8.0739
8.0727,7.2279,9.5428,4.9435,4.2196,7.9853,6.0957,4.9143,2.5242,5.4095,5.0994,1.0,5.4136,2.1089,7.4554,7.5709,3.8022,5.1604,7.1207,4.905,5.7749,3.1925,9.1304,6.2516,4.9342,5.83,6.5001,3.2317
2.2222,1.7791,4.141,7.8309,7.0253,7.9853,3.3314,8.4399,1.5898,0.8799,7.5663,8.568,2.4557,4.3338,6.4341,4.816,9.3419,9.6875,5.0704,7.6554,10.0,8.1793,6.5944,3.5113,1.0,4.3126,2.7016,5.6528
4.2764,4.7823,3.0243,5.9715,7.9125,6.6747,4.9648,3.5009,6.2021,1.9176,3.3565,4.9956,8.634,6.5632,4.4307,4.9395,7.2983,6.8078,9.0725,5.0243,4.7491,4.0869,8.8788,4.7689,4.9486,9.321,7.7437,1.0
6.1225,2.6872,1.9803,6.8684,4.2196,2.4653,5.1743,3.7392,7.1964,5.4095,6.744,7.5041,7.3856,6.5588,1.3279,3.8978,7.126,4.0287,9.171,9.4889,6.916,9.1767,6.5944,6.2516,2.5381,7.3474,3.9677,1.0
5.2616,2.0497,3.0243,4.995,2.2867,5.5709,2.1918,5.8073,7.1561,8.7529,5.837,8.1627,5.537,6.5632,7.5104,2.2139,7.2983,7.9207,8.0267,5.9628,5.9224,8.2041,6.415,3.4244,3.6988,6.2894,2.6505,6.6813
3.2912,3.8714,5.1331,4.995,6.0373,8.8824,2.1918,9.2669,6.2021,4.1961,6.6638,6.0513,5.537,4.3217,4.4307,3.1224,8.3954,7.9207,5.9349,5.0243,7.0957,9.2334,6.415,0.7354,3.6988,6.2894,6.4704,3.0365
4.1724,5.4116,4.141,4.9435,5.1548,7.9853,6.0957,7.2647,3.4587,3.1447,2.6326,3.2485,4.4276,5.4463,8.4766,6.6526,3.8022,9.6875,7.1207,7.6554,8.0571,8.1793,6.5944,0.7711,6.1323,1.0,5.2339,5.6528
6.2468,2.9606,4.0787,3.0422,2.2867,6.6747,4.0405,8.1137,8.11,6.4745,6.6638,7.107,5.537,3.201,3.4042,3.1224,4.0068,7.9207,8.0267,9.7166,9.4421,4.0869,6.415,3.4244,4.9486,4.7736,2.6505,7.8962
6.2468,7.5149,4.0787,8.9008,3.2244,7.7785,5.8892,5.8073,2.3864,4.1961,4.1833,4.9956,7.6017,0.9595,3.4042,8.5736,1.8125,9.0335,6.9808,5.9628,1.0,6.1455,8.8788,7.4579,3.6988,6.2894,6.4704,3.0365
5.1474,8.136,4.141,5.906,5.1548,7.9853,7.0172,4.9143,6.2619,4.2771,5.0994,4.3124,4.4276,6.5588,4.3916,7.5709,1.5863,5.1604,4.0452,6.7386,8.0571,4.1898,9.1304,3.5113,2.5381,2.7954,6.5001,6.8634
5.0703,7.1875,5.4678,2.6411,2.3475,6.0365,1.0,6.1282,6.2705,7.5036,6.6817,6.4542,4.525,8.7262,4.531,5.8608,4.7623,6.1007,8.3808,4.6479,6.9034,6.0583,4.2051,4.9555,4.9998,7.1623,3.9818,5.7009
6.1225,3.5953,1.0,5.906,8.8957,2.4653,4.2529,3.7392,5.3275,6.5419,5.9217,9.6318,5.4136,6.5588,3.3704,2.9795,8.2339,7.424,8.1458,5.8218,5.7749,1.0,4.0583,3.5113,8.5283,5.83,5.2339,9.2845
2.306,8.4257,7.2419,5.9715,6.9749,5.5709,6.8135,6.9605,3.3404,4.1961,5.837,3.9399,6.5693,5.4425,6.4839,7.665,2.9097,3.4694,5.9349,3.1475,5.9224,7.1748,6.415,8.8024,6.1984,3.2579,2.6505,3.0365
8.0727,5.4116,7.3821,3.0186,4.2196,3.5693,4.2529,4.9143,6.2619,4.2771,4.2772,8.568,3.4417,8.7837,5.4129,4.816,8.2339,6.2922,5.0704,4.905,4.6338,6.1846,7.8624,8.9918,3.7361,2.7954,7.7664,2.0212
9.2024,4.7823,6.1875,5.9715,7.9125,3.3632,6.8135,3.5009,1.4325,1.9176,3.3565,6.0513,6.5693,7.684,5.4573,5.848,7.2983,3.4694,6.9808,5.9628,5.9224,4.0869,2.719,8.8024,6.1984,4.7736,5.1971,6.6813
2.2222,6.3198,5.2214,6.8684,4.2196,5.7773,7.0172,4.9143,1.5898,5.4095,5.0994,4.3124,3.4417,6.5588,6.4341,8.4891,7.126,5.1604,5.0704,8.5722,9.1981,4.1898,7.8624,4.8814,3.7361,5.83,5.2339,3.2317
2.2222,7.2279,5.2214,3.0186,3.2844,9.0893,6.0957,7.2647,4.3931,4.2771,6.744,4.3124,5.4136,5.4463,7.4554,4.816,4.9101,7.424,8.1458,3.9883,1.0,4.1898,7.8624,4.8814,7.3304,5.83,5.2339,6.8634
5.1474,5.4116,5.2214,6.8684,5.1548,6.8813,6.0957,8.4399,3.4587,3.1447,7.5663,5.3763,3.4417,6.5588,5.4129,6.6526,1.5863,6.2922,5.0704,5.8218,6.916,7.182,9.1304,4.8814,2.5381,4.3126,6.5001,2.0212
6.1225,0.8709,4.141,4.9435,5.1548,6.8813,3.3314,7.2647,6.2619,8.8067,5.9217,6.4402,3.4417,5.4463,1.3279,5.7343,4.9101,10.0,8.1458,5.8218,9.1981,7.182,6.5944,0.7711,4.9342,4.3126,2.7016,6.8634
4.1724,6.3198,7.3821,4.9435,2.3492,5.7773,5.1743,6.0895,4.3931,6.5419,5.9217,5.3763,7.3856,7.6712,7.4554,4.816,4.9101,2.8969,9.171,2.1547,1.0,6.1846,7.8624,7.6216,3.7361,2.7954,6.5001,6.8634
3.1973,5.4116,4.141,4.9435,6.09,3.5693,5.1743,6.0895,8.1308,6.5419,7.5663,6.4402,6.3996,8.7837,3.3704,3.8978,6.018,4.0287,7.1207,3.0715,4.6338,1.0,4.0583,4.8814,7.3304,2.7954,10.0,8.0739
8.0727,6.3198,3.0607,7.8309,4.2196,4.6733,4.2529,6.0895,8.1308,7.6743,6.744,1.1207,5.4136,5.4463,4.3916,2.9795,6.018,6.2922,4.0452,6.7386,8.0571,1.0,5.3264,4.8814,3.7361,10.0,7.7664,3.2317
7.0976,7.2279,5.2214,3.0186,5.1548,6.8813,4.2529,6.0895,6.2619,6.5419,5.9217,3.2485,3.4417,4.3338,6.4341,6.6526,6.018,4.0287,7.1207,4.905,5.7749,7.182,6.5944,4.8814,4.9342,4.3126,5.2339,4.4423
7.0976,6.3198,3.0607,3.0186,6.09,4.6733,7.9386,6.0895,6.2619,4.2771,6.744,4.3124,3.4417,7.6712,6.4341,2.9795,6.018,5.1604,5.0704,6.7386,6.916,3.1925,7.8624,3.5113,4.9342,5.83,5.2339,6.8634
4.1724,1.7791,5.2214,3.9811,5.1548,7.9853,7.0172,7.2647,5.3275,6.5419,5.9217,7.5041,2.4557,6.5588,4.3916,2.0612,9.3419,5.1604,7.1207,6.7386,5.7749,5.1872,7.8624,4.8814,4.9342,4.3126,3.9677,6.8634
5.1474,8.136,5.2214,4.9435,3.2844,6.8813,3.3314,4.9143,4.3931,5.4095,7.5663,3.2485,8.3716,5.4463,4.3916,6.6526,4.9101,7.424,5.0704,4.905,9.1981,7.182,2.7903,3.5113,3.7361,4.3126,9.0325,3.2317
4.2764,4.7823,1.9699,4.0186,2.2867,4.467,3.1161,9.2669,5.2482,7.6137,7.4906,7.107,5.537,9.9255,3.4042,2.2139,8.3954,6.8078,8.0267,5.9628,8.2689,5.1162,3.951,4.7689,3.6988,3.2579,6.4704,7.8962
6.1225,5.4116,6.3017,4.9435,4.2196,4.6733,3.3314,7.2647,6.2619,4.2771,5.9217,3.2485,5.4136,6.5588,2.3491,5.7343,6.018,8.5557,5.0704,8.5722,5.7749,8.1793,5.3264,3.5113,2.5381,5.83,7.7664,4.4423
1.2471,2.6872,7.3821,5.906,8.8957,3.5693,6.0957,7.2647,8.1308,6.5419,3.4549,5.3763,7.3856,4.3338,4.3916,3.8978,4.9101,6.2922,6.0955,6.7386,9.1981,9.1767,6.5944,0.7711,4.9342,4.3126,2.7016,4.4423
8.2172,6.604,6.1875,3.0422,2.2867,4.467,3.1161,5.8073,8.11,5.3353,7.4906,6.0513,8.634,4.3217,7.5104,4.9395,2.9097,5.695,4.889,4.0859,4.7491,6.1455,8.8788,4.7689,3.6988,4.7736,6.4704,4.2515
